IP_Address,Measure_Date,Measure_Time,Stat_Description,Interface_ID,Stat_Value
172.16.105.207,21/04/2024,15:42:26,IP-MIB-ipIfStatsOutOctets.ipv4,8,3762967092
172.16.105.207,21/04/2024,15:42:26,IP-MIB-ipIfStatsOutRequests.ipv4,3,3
172.16.105.207,21/04/2024,15:42:26,IP-MIB-ipIfStatsOutRequests.ipv4,7,975211
172.16.105.207,21/04/2024,15:42:26,IP-MIB-ipIfStatsOutRequests.ipv4,8,1063588
172.16.105.207,21/04/2024,15:42:26,IP-MIB-ipIfStatsOutTransmits.ipv4,3,404209359
172.16.105.207,21/04/2024,15:42:26,IP-MIB-ipIfStatsOutTransmits.ipv4,7,471701416
172.16.105.207,21/04/2024,15:42:26,IP-MIB-ipIfStatsOutTransmits.ipv4,8,471701417
172.16.105.207,21/04/2024,15:42:26,IP-MIB-ipIfStatsReasmFails.ipv4,7,624
172.16.105.207,21/04/2024,15:42:26,IP-MIB-ipIfStatsReasmOKs.ipv4,7,56
172.16.105.207,21/04/2024,15:42:26,IP-MIB-ipIfStatsReasmReqds.ipv4,7,1630
172.16.105.207,21/04/2024,15:42:26,IP-MIB-ipSystemStatsHCInDelivers.ipv4 ,0,1320071
172.16.105.207,21/04/2024,15:42:26,IP-MIB-ipSystemStatsHCInForwDatagrams.ipv4 ,0,264070
172.16.105.207,21/04/2024,15:42:26,IP-MIB-ipSystemStatsHCInOctets.ipv4 ,0,165135529
172.16.105.207,21/04/2024,15:42:26,IP-MIB-ipSystemStatsHCInReceives.ipv4 ,0,2305201
172.16.105.207,21/04/2024,15:42:26,IP-MIB-ipSystemStatsHCOutForwDatagrams.ipv4 ,0,873871404
172.16.105.207,21/04/2024,15:42:26,IP-MIB-ipSystemStatsHCOutOctets.ipv4 ,0,166944492
172.16.105.207,21/04/2024,15:42:26,IP-MIB-ipSystemStatsHCOutRequests.ipv4 ,0,2039124
172.16.105.207,21/04/2024,15:42:26,IP-MIB-ipSystemStatsHCOutTransmits.ipv4 ,0,2303214
172.16.105.207,21/04/2024,15:42:26,IP-MIB-ipSystemStatsInDelivers.ipv4 ,0,1320069
172.16.105.207,21/04/2024,15:42:26,IP-MIB-ipSystemStatsInForwDatagrams.ipv4 ,0,264070
172.16.105.207,21/04/2024,15:42:26,IP-MIB-ipSystemStatsInHdrErrors.ipv4 ,0,718501
172.16.105.207,21/04/2024,15:42:26,IP-MIB-ipSystemStatsInNoRoutes.ipv4 ,0,720
172.16.105.207,21/04/2024,15:42:26,IP-MIB-ipSystemStatsInOctets.ipv4 ,0,165135377
172.16.105.207,21/04/2024,15:42:26,IP-MIB-ipSystemStatsInReceives.ipv4 ,0,2305199
172.16.105.207,21/04/2024,15:42:26,IP-MIB-ipSystemStatsInTruncatedPkts.ipv4 ,0,2
172.16.105.207,21/04/2024,15:42:26,IP-MIB-ipSystemStatsOutForwDatagrams.ipv4 ,0,873871404
172.16.105.207,21/04/2024,15:42:26,IP-MIB-ipSystemStatsOutFragCreates.ipv4 ,0,442
172.16.105.207,21/04/2024,15:42:26,IP-MIB-ipSystemStatsOutFragOKs.ipv4 ,0,56
172.16.105.207,21/04/2024,15:42:26,IP-MIB-ipSystemStatsOutFragReqds.ipv4 ,0,56
172.16.105.207,21/04/2024,15:42:26,IP-MIB-ipSystemStatsOutNoRoutes.ipv4 ,0,363
172.16.105.207,21/04/2024,15:42:26,IP-MIB-ipSystemStatsOutOctets.ipv4 ,0,166944335
172.16.105.207,21/04/2024,15:42:26,IP-MIB-ipSystemStatsOutRequests.ipv4 ,0,2039122
172.16.105.207,21/04/2024,15:42:26,IP-MIB-ipSystemStatsOutTransmits.ipv4 ,0,2303212
172.16.105.207,21/04/2024,15:42:26,IP-MIB-ipSystemStatsReasmFails.ipv4 ,0,624
172.16.105.207,21/04/2024,15:42:26,IP-MIB-ipSystemStatsReasmOKs.ipv4 ,0,56
172.16.105.207,21/04/2024,15:42:26,IP-MIB-ipSystemStatsReasmReqds.ipv4 ,0,1630
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipIfStatsHCInDelivers.ipv4,7,975235
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipIfStatsHCInDelivers.ipv4,8,345188
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipIfStatsHCInForwDatagrams.ipv4,3,70
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipIfStatsHCInForwDatagrams.ipv4,8,264004
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipIfStatsHCInOctets.ipv4,3,2248176267
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipIfStatsHCInOctets.ipv4,7,4116616304
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipIfStatsHCInOctets.ipv4,8,4116616395
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipIfStatsHCInReceives.ipv4,3,330767016
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipIfStatsHCInReceives.ipv4,7,553380385
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipIfStatsHCInReceives.ipv4,8,553380386
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipIfStatsHCOutForwDatagrams.ipv4,3,113652
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipIfStatsHCOutForwDatagrams.ipv4,8,71
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipIfStatsHCOutOctets.ipv4,3,1051665418
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipIfStatsHCOutOctets.ipv4,7,3765291243
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipIfStatsHCOutOctets.ipv4,8,3765291343
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipIfStatsHCOutRequests.ipv4,3,3
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipIfStatsHCOutRequests.ipv4,7,975439
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipIfStatsHCOutRequests.ipv4,8,1063620
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipIfStatsHCOutTransmits.ipv4,3,404215793
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipIfStatsHCOutTransmits.ipv4,7,471713368
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipIfStatsHCOutTransmits.ipv4,8,471713369
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipIfStatsInDelivers.ipv4,7,975232
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipIfStatsInDelivers.ipv4,8,345188
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipIfStatsInForwDatagrams.ipv4,3,70
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipIfStatsInForwDatagrams.ipv4,8,264004
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipIfStatsInHdrErrors.ipv4,8,718511
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipIfStatsInNoRoutes.ipv4,8,1
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipIfStatsInOctets.ipv4,3,2248176267
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipIfStatsInOctets.ipv4,7,4116616031
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipIfStatsInOctets.ipv4,8,4116616122
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipIfStatsInReceives.ipv4,3,330767016
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipIfStatsInReceives.ipv4,7,553380382
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipIfStatsInReceives.ipv4,8,553380383
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipIfStatsInTruncatedPkts.ipv4,8,2
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipIfStatsOutForwDatagrams.ipv4,3,113652
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipIfStatsOutForwDatagrams.ipv4,8,71
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipIfStatsOutFragCreates.ipv4,7,442
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipIfStatsOutFragOKs.ipv4,7,56
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipIfStatsOutFragReqds.ipv4,7,56
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipIfStatsOutOctets.ipv4,3,1051665176
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipIfStatsOutOctets.ipv4,7,3765290314
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipIfStatsOutOctets.ipv4,8,3765291044
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipIfStatsOutRequests.ipv4,3,3
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipIfStatsOutRequests.ipv4,7,975436
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipIfStatsOutRequests.ipv4,8,1063620
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipIfStatsOutTransmits.ipv4,3,404215793
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipIfStatsOutTransmits.ipv4,7,471713365
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipIfStatsOutTransmits.ipv4,8,471713366
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipIfStatsReasmFails.ipv4,7,624
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipIfStatsReasmOKs.ipv4,7,56
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipIfStatsReasmReqds.ipv4,7,1630
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipSystemStatsHCInDelivers.ipv4 ,0,1320318
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipSystemStatsHCInForwDatagrams.ipv4 ,0,264074
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipSystemStatsHCInOctets.ipv4 ,0,165155018
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipSystemStatsHCInReceives.ipv4 ,0,2305462
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipSystemStatsHCOutForwDatagrams.ipv4 ,0,873889643
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipSystemStatsHCOutOctets.ipv4 ,0,166964417
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipSystemStatsHCOutRequests.ipv4 ,0,2039381
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipSystemStatsHCOutTransmits.ipv4 ,0,2303475
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipSystemStatsInDelivers.ipv4 ,0,1320316
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipSystemStatsInForwDatagrams.ipv4 ,0,264074
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipSystemStatsInHdrErrors.ipv4 ,0,718511
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipSystemStatsInNoRoutes.ipv4 ,0,720
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipSystemStatsInOctets.ipv4 ,0,165154866
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipSystemStatsInReceives.ipv4 ,0,2305460
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipSystemStatsInTruncatedPkts.ipv4 ,0,2
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipSystemStatsOutForwDatagrams.ipv4 ,0,873889643
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipSystemStatsOutFragCreates.ipv4 ,0,442
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipSystemStatsOutFragOKs.ipv4 ,0,56
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipSystemStatsOutFragReqds.ipv4 ,0,56
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipSystemStatsOutNoRoutes.ipv4 ,0,363
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipSystemStatsOutOctets.ipv4 ,0,166964260
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipSystemStatsOutRequests.ipv4 ,0,2039379
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipSystemStatsOutTransmits.ipv4 ,0,2303473
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipSystemStatsReasmFails.ipv4 ,0,624
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipSystemStatsReasmOKs.ipv4 ,0,56
172.16.105.207,21/04/2024,15:52:29,IP-MIB-ipSystemStatsReasmReqds.ipv4 ,0,1630
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipIfStatsHCInDelivers.ipv4,7,975460
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipIfStatsHCInDelivers.ipv4,8,345210
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipIfStatsHCInForwDatagrams.ipv4,3,70
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipIfStatsHCInForwDatagrams.ipv4,8,264006
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipIfStatsHCInOctets.ipv4,3,2249448089
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipIfStatsHCInOctets.ipv4,7,4118228731
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipIfStatsHCInOctets.ipv4,8,4118228822
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipIfStatsHCInReceives.ipv4,3,330772513
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipIfStatsHCInReceives.ipv4,7,553389677
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipIfStatsHCInReceives.ipv4,8,553389678
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipIfStatsHCOutForwDatagrams.ipv4,3,113654
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipIfStatsHCOutForwDatagrams.ipv4,8,71
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipIfStatsHCOutOctets.ipv4,3,1052979036
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipIfStatsHCOutOctets.ipv4,7,3766846701
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipIfStatsHCOutOctets.ipv4,8,3766846801
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipIfStatsHCOutRequests.ipv4,3,3
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipIfStatsHCOutRequests.ipv4,7,975664
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipIfStatsHCOutRequests.ipv4,8,1063657
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipIfStatsHCOutTransmits.ipv4,3,404221088
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipIfStatsHCOutTransmits.ipv4,7,471722859
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipIfStatsHCOutTransmits.ipv4,8,471722860
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipIfStatsInDelivers.ipv4,7,975457
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipIfStatsInDelivers.ipv4,8,345210
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipIfStatsInForwDatagrams.ipv4,3,70
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipIfStatsInForwDatagrams.ipv4,8,264006
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipIfStatsInHdrErrors.ipv4,8,718526
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipIfStatsInNoRoutes.ipv4,8,1
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipIfStatsInOctets.ipv4,3,2249448089
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipIfStatsInOctets.ipv4,7,4118228458
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipIfStatsInOctets.ipv4,8,4118228549
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipIfStatsInReceives.ipv4,3,330772513
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipIfStatsInReceives.ipv4,7,553389674
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipIfStatsInReceives.ipv4,8,553389675
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipIfStatsInTruncatedPkts.ipv4,8,2
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipIfStatsOutForwDatagrams.ipv4,3,113654
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipIfStatsOutForwDatagrams.ipv4,8,71
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipIfStatsOutFragCreates.ipv4,7,442
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipIfStatsOutFragOKs.ipv4,7,56
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipIfStatsOutFragReqds.ipv4,7,56
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipIfStatsOutOctets.ipv4,3,1052979036
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipIfStatsOutOctets.ipv4,7,3766846402
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipIfStatsOutOctets.ipv4,8,3766846502
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipIfStatsOutRequests.ipv4,3,3
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipIfStatsOutRequests.ipv4,7,975661
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipIfStatsOutRequests.ipv4,8,1063657
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipIfStatsOutTransmits.ipv4,3,404221088
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipIfStatsOutTransmits.ipv4,7,471722856
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipIfStatsOutTransmits.ipv4,8,471722857
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipIfStatsReasmFails.ipv4,7,624
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipIfStatsReasmOKs.ipv4,7,56
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipIfStatsReasmReqds.ipv4,7,1630
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipSystemStatsHCInDelivers.ipv4 ,0,1320565
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipSystemStatsHCInForwDatagrams.ipv4 ,0,264076
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipSystemStatsHCInOctets.ipv4 ,0,165174743
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipSystemStatsHCInReceives.ipv4 ,0,2305726
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipSystemStatsHCOutForwDatagrams.ipv4 ,0,873904172
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipSystemStatsHCOutOctets.ipv4 ,0,166984480
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipSystemStatsHCOutRequests.ipv4 ,0,2039643
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipSystemStatsHCOutTransmits.ipv4 ,0,2303739
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipSystemStatsInDelivers.ipv4 ,0,1320563
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipSystemStatsInForwDatagrams.ipv4 ,0,264076
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipSystemStatsInHdrErrors.ipv4 ,0,718526
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipSystemStatsInNoRoutes.ipv4 ,0,720
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipSystemStatsInOctets.ipv4 ,0,165174591
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipSystemStatsInReceives.ipv4 ,0,2305724
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipSystemStatsInTruncatedPkts.ipv4 ,0,2
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipSystemStatsOutForwDatagrams.ipv4 ,0,873904172
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipSystemStatsOutFragCreates.ipv4 ,0,442
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipSystemStatsOutFragOKs.ipv4 ,0,56
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipSystemStatsOutFragReqds.ipv4 ,0,56
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipSystemStatsOutNoRoutes.ipv4 ,0,363
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipSystemStatsOutOctets.ipv4 ,0,166984323
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipSystemStatsOutRequests.ipv4 ,0,2039641
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipSystemStatsOutTransmits.ipv4 ,0,2303737
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipSystemStatsReasmFails.ipv4 ,0,624
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipSystemStatsReasmOKs.ipv4 ,0,56
172.16.105.207,21/04/2024,16:02:33,IP-MIB-ipSystemStatsReasmReqds.ipv4 ,0,1630
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipIfStatsHCInDelivers.ipv4,7,975685
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipIfStatsHCInDelivers.ipv4,8,345232
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipIfStatsHCInForwDatagrams.ipv4,3,70
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipIfStatsHCInForwDatagrams.ipv4,8,264011
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipIfStatsHCInOctets.ipv4,3,2250864679
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipIfStatsHCInOctets.ipv4,7,4120079331
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipIfStatsHCInOctets.ipv4,8,4120079422
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipIfStatsHCInReceives.ipv4,3,330778036
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipIfStatsHCInReceives.ipv4,7,553400019
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipIfStatsHCInReceives.ipv4,8,553400020
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipIfStatsHCOutForwDatagrams.ipv4,3,113659
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipIfStatsHCOutForwDatagrams.ipv4,8,71
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipIfStatsHCOutOctets.ipv4,3,1054331895
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipIfStatsHCOutOctets.ipv4,7,3768745618
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipIfStatsHCOutOctets.ipv4,8,3768745718
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipIfStatsHCOutRequests.ipv4,3,3
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipIfStatsHCOutRequests.ipv4,7,975889
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipIfStatsHCOutRequests.ipv4,8,1063690
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipIfStatsHCOutTransmits.ipv4,3,404226441
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipIfStatsHCOutTransmits.ipv4,7,471733380
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipIfStatsHCOutTransmits.ipv4,8,471733381
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipIfStatsInDelivers.ipv4,7,975682
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipIfStatsInDelivers.ipv4,8,345232
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipIfStatsInForwDatagrams.ipv4,3,70
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipIfStatsInForwDatagrams.ipv4,8,264011
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipIfStatsInHdrErrors.ipv4,8,718537
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipIfStatsInNoRoutes.ipv4,8,1
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipIfStatsInOctets.ipv4,3,2250864679
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipIfStatsInOctets.ipv4,7,4120079058
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipIfStatsInOctets.ipv4,8,4120079149
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipIfStatsInReceives.ipv4,3,330778036
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipIfStatsInReceives.ipv4,7,553400016
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipIfStatsInReceives.ipv4,8,553400017
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipIfStatsInTruncatedPkts.ipv4,8,2
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipIfStatsOutForwDatagrams.ipv4,3,113659
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipIfStatsOutForwDatagrams.ipv4,8,71
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipIfStatsOutFragCreates.ipv4,7,442
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipIfStatsOutFragOKs.ipv4,7,56
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipIfStatsOutFragReqds.ipv4,7,56
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipIfStatsOutOctets.ipv4,3,1054331895
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipIfStatsOutOctets.ipv4,7,3768745319
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipIfStatsOutOctets.ipv4,8,3768745419
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipIfStatsOutRequests.ipv4,3,3
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipIfStatsOutRequests.ipv4,7,975886
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipIfStatsOutRequests.ipv4,8,1063690
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipIfStatsOutTransmits.ipv4,3,404226441
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipIfStatsOutTransmits.ipv4,7,471733377
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipIfStatsOutTransmits.ipv4,8,471733378
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipIfStatsReasmFails.ipv4,7,624
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipIfStatsReasmOKs.ipv4,7,56
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipIfStatsReasmReqds.ipv4,7,1630
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipSystemStatsHCInDelivers.ipv4 ,0,1320812
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipSystemStatsHCInForwDatagrams.ipv4 ,0,264081
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipSystemStatsHCInOctets.ipv4 ,0,165194408
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipSystemStatsHCInReceives.ipv4 ,0,2305989
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipSystemStatsHCOutForwDatagrams.ipv4 ,0,873919785
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipSystemStatsHCOutOctets.ipv4 ,0,167004531
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipSystemStatsHCOutRequests.ipv4 ,0,2039901
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipSystemStatsHCOutTransmits.ipv4 ,0,2304002
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipSystemStatsInDelivers.ipv4 ,0,1320810
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipSystemStatsInForwDatagrams.ipv4 ,0,264081
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipSystemStatsInHdrErrors.ipv4 ,0,718537
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipSystemStatsInNoRoutes.ipv4 ,0,720
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipSystemStatsInOctets.ipv4 ,0,165194256
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipSystemStatsInReceives.ipv4 ,0,2305987
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipSystemStatsInTruncatedPkts.ipv4 ,0,2
172.16.105.207,21/04/2024,16:12:36,IP-MIB-ipSystemStatsOutForwDatagrams.ipv4 ,0,873919785
