IP_Address,Measure_DateTime,Protocol_Version,Stat_Description,Interface_ID,Stat_Value,New_Stat_Description
172.16.105.207,21/04/2024  6:59:27,ipv4,IP-MIB-ipIfStatsOutTransmits,3,403579606,IP Interface Out Transmits
172.16.105.207,21/04/2024  6:59:27,ipv4,IP-MIB-ipIfStatsOutTransmits,7,470904173,IP Interface Out Transmits
172.16.105.207,21/04/2024  6:59:27,ipv4,IP-MIB-ipIfStatsOutTransmits,8,470904174,IP Interface Out Transmits
172.16.105.207,21/04/2024  6:59:27,ipv4,IP-MIB-ipIfStatsReasmFails,7,624,IP Interface Reassembly Failures
172.16.105.207,21/04/2024  6:59:27,ipv4,IP-MIB-ipIfStatsReasmOKs,7,56,IP Interface Reassembly Successes
172.16.105.207,21/04/2024  6:59:27,ipv4,IP-MIB-ipIfStatsReasmReqds,7,1630,IP Interface Reassembly Requests
172.16.105.207,21/04/2024  6:59:27,ipv4 ,IP-MIB-ipSystemStatsHCInDelivers,0,1307237,IP System Inbound Delivered Packets
172.16.105.207,21/04/2024  6:59:27,ipv4 ,IP-MIB-ipSystemStatsHCInForwDatagrams,0,263792,IP System Inbound Forwarded Datagrams
172.16.105.207,21/04/2024  6:59:27,ipv4 ,IP-MIB-ipSystemStatsHCInOctets,0,164086011,IP System Inbound Octets
172.16.105.207,21/04/2024  6:59:27,ipv4 ,IP-MIB-ipSystemStatsHCInReceives,0,2291150,IP System Inbound Receives
172.16.105.207,21/04/2024  6:59:27,ipv4 ,IP-MIB-ipSystemStatsHCOutForwDatagrams,0,872458301,IP System Outbound Forwarded Datagrams
172.16.105.207,21/04/2024  6:59:27,ipv4 ,IP-MIB-ipSystemStatsHCOutOctets,0,165876055,IP System Outbound Octets
172.16.105.207,21/04/2024  6:59:27,ipv4 ,IP-MIB-ipSystemStatsHCOutRequests,0,2025351,IP System Outbound Requests
172.16.105.207,21/04/2024  6:59:27,ipv4 ,IP-MIB-ipSystemStatsHCOutTransmits,0,2289163,IP System Outbound Transmits
172.16.105.207,21/04/2024  6:59:27,ipv4 ,IP-MIB-ipSystemStatsInDelivers,0,1307235,IP System Inbound Delivered Packets
172.16.105.207,21/04/2024  6:59:27,ipv4 ,IP-MIB-ipSystemStatsInForwDatagrams,0,263792,IP System Inbound Forwarded Datagrams
172.16.105.207,21/04/2024  6:59:27,ipv4 ,IP-MIB-ipSystemStatsInHdrErrors,0,717584,IP System Inbound Header Errors
172.16.105.207,21/04/2024  6:59:27,ipv4 ,IP-MIB-ipSystemStatsInNoRoutes,0,720,IP System Inbound Packets with No Routes
172.16.105.207,21/04/2024  6:59:27,ipv4 ,IP-MIB-ipSystemStatsInOctets,0,164085859,IP System Inbound Octets
172.16.105.207,21/04/2024  6:59:27,ipv4 ,IP-MIB-ipSystemStatsInReceives,0,2291148,IP System Inbound Receives
172.16.105.207,21/04/2024  6:59:27,ipv4 ,IP-MIB-ipSystemStatsInTruncatedPkts,0,2,IP System Inbound Truncated Packets
172.16.105.207,21/04/2024  6:59:27,ipv4 ,IP-MIB-ipSystemStatsOutForwDatagrams,0,872458301,IP System Outbound Forwarded Datagrams
172.16.105.207,21/04/2024  6:59:27,ipv4 ,IP-MIB-ipSystemStatsOutFragCreates,0,442,IP System Outbound Fragmentation Creates
172.16.105.207,21/04/2024  6:59:27,ipv4 ,IP-MIB-ipSystemStatsOutFragOKs,0,56,IP System Outbound Fragmentation Successes
172.16.105.207,21/04/2024  6:59:27,ipv4 ,IP-MIB-ipSystemStatsOutFragReqds,0,56,IP System Outbound Fragmentation Requests
172.16.105.207,21/04/2024  6:59:27,ipv4 ,IP-MIB-ipSystemStatsOutNoRoutes,0,363,IP-MIB-ipSystemStatsOutNoRoutes
172.16.105.207,21/04/2024  6:59:27,ipv4 ,IP-MIB-ipSystemStatsOutOctets,0,165875898,IP System Outbound Octets
172.16.105.207,21/04/2024  6:59:27,ipv4 ,IP-MIB-ipSystemStatsOutRequests,0,2025349,IP System Outbound Requests
172.16.105.207,21/04/2024  6:59:27,ipv4 ,IP-MIB-ipSystemStatsOutTransmits,0,2289161,IP System Outbound Transmits
172.16.105.207,21/04/2024  6:59:27,ipv4 ,IP-MIB-ipSystemStatsReasmFails,0,624,IP System Reassembly Failures
172.16.105.207,21/04/2024  6:59:27,ipv4 ,IP-MIB-ipSystemStatsReasmOKs,0,56,IP System Reassembly Successes
172.16.105.207,21/04/2024  6:59:27,ipv4 ,IP-MIB-ipSystemStatsReasmReqds,0,1630,IP System Reassembly Requests
172.16.105.207,21/04/2024  7:09:31,ipv4,IP-MIB-ipIfStatsHCInDelivers,7,963526,IP Interface Inbound Delivered Packets
172.16.105.207,21/04/2024  7:09:31,ipv4,IP-MIB-ipIfStatsHCInDelivers,8,344063,IP Interface Inbound Delivered Packets
172.16.105.207,21/04/2024  7:09:31,ipv4,IP-MIB-ipIfStatsHCInForwDatagrams,3,70,IP Interface Inbound Forwarded Datagrams
172.16.105.207,21/04/2024  7:09:31,ipv4,IP-MIB-ipIfStatsHCInForwDatagrams,8,263733,IP Interface Inbound Forwarded Datagrams
172.16.105.207,21/04/2024  7:09:31,ipv4,IP-MIB-ipIfStatsHCInOctets,3,2136183453,IP Interface Inbound Octets
172.16.105.207,21/04/2024  7:09:31,ipv4,IP-MIB-ipIfStatsHCInOctets,7,3662149333,IP Interface Inbound Octets
172.16.105.207,21/04/2024  7:09:31,ipv4,IP-MIB-ipIfStatsHCInOctets,8,3662149424,IP Interface Inbound Octets
172.16.105.207,21/04/2024  7:09:31,ipv4,IP-MIB-ipIfStatsHCInReceives,3,330228950,IP Interface Inbound Receives
172.16.105.207,21/04/2024  7:09:31,ipv4,IP-MIB-ipIfStatsHCInReceives,7,552458623,IP Interface Inbound Receives
172.16.105.207,21/04/2024  7:09:31,ipv4,IP-MIB-ipIfStatsHCInReceives,8,552458624,IP Interface Inbound Receives
172.16.105.207,21/04/2024  7:09:31,ipv4,IP-MIB-ipIfStatsHCOutForwDatagrams,3,113381,IP Interface Outbound Forwarded Datagrams
172.16.105.207,21/04/2024  7:09:31,ipv4,IP-MIB-ipIfStatsHCOutForwDatagrams,8,71,IP Interface Outbound Forwarded Datagrams
172.16.105.207,21/04/2024  7:09:31,ipv4,IP-MIB-ipIfStatsHCOutOctets,3,650142996,IP Interface Outbound Octets
172.16.105.207,21/04/2024  7:09:31,ipv4,IP-MIB-ipIfStatsHCOutOctets,7,3634454151,IP Interface Outbound Octets
172.16.105.207,21/04/2024  7:09:31,ipv4,IP-MIB-ipIfStatsHCOutOctets,8,3634454251,IP Interface Outbound Octets
172.16.105.207,21/04/2024  7:09:31,ipv4,IP-MIB-ipIfStatsHCOutRequests,3,3,IP Interface Outbound Requests
172.16.105.207,21/04/2024  7:09:31,ipv4,IP-MIB-ipIfStatsHCOutRequests,7,963730,IP Interface Outbound Requests
172.16.105.207,21/04/2024  7:09:31,ipv4,IP-MIB-ipIfStatsHCOutRequests,8,1061559,IP Interface Outbound Requests
172.16.105.207,21/04/2024  7:09:31,ipv4,IP-MIB-ipIfStatsHCOutTransmits,3,403584663,IP Interface Outbound Transmits
172.16.105.207,21/04/2024  7:09:31,ipv4,IP-MIB-ipIfStatsHCOutTransmits,7,470913737,IP Interface Outbound Transmits
172.16.105.207,21/04/2024  7:09:31,ipv4,IP-MIB-ipIfStatsHCOutTransmits,8,470913738,IP Interface Outbound Transmits
172.16.105.207,21/04/2024  7:09:31,ipv4,IP-MIB-ipIfStatsInDelivers,7,963523,IP Interface Inbound Delivered Packets
172.16.105.207,21/04/2024  7:09:31,ipv4,IP-MIB-ipIfStatsInDelivers,8,344063,IP Interface Inbound Delivered Packets
172.16.105.207,21/04/2024  7:09:31,ipv4,IP-MIB-ipIfStatsInForwDatagrams,3,70,IP Interface Inbound Forwarded Datagrams
172.16.105.207,21/04/2024  7:09:31,ipv4,IP-MIB-ipIfStatsInForwDatagrams,8,263733,IP Interface Inbound Forwarded Datagrams
172.16.105.207,21/04/2024  7:09:31,ipv4,IP-MIB-ipIfStatsInHdrErrors,8,717597,IP Interface Inbound Header Errors
172.16.105.207,21/04/2024  7:09:31,ipv4,IP-MIB-ipIfStatsInNoRoutes,8,1,IP Interface Inbound Packets with No Routes
172.16.105.207,21/04/2024  7:09:31,ipv4,IP-MIB-ipIfStatsInOctets,3,2136183453,IP Interface Inbound Octets
172.16.105.207,21/04/2024  7:09:31,ipv4,IP-MIB-ipIfStatsInOctets,7,3662149060,IP Interface Inbound Octets
172.16.105.207,21/04/2024  7:09:31,ipv4,IP-MIB-ipIfStatsInOctets,8,3662149151,IP Interface Inbound Octets
172.16.105.207,21/04/2024  7:09:31,ipv4,IP-MIB-ipIfStatsInReceives,3,330228950,IP Interface Inbound Receives
172.16.105.207,21/04/2024  7:09:31,ipv4,IP-MIB-ipIfStatsInReceives,7,552458620,IP Interface Inbound Receives
172.16.105.207,21/04/2024  7:09:31,ipv4,IP-MIB-ipIfStatsInReceives,8,552458621,IP Interface Inbound Receives
172.16.105.207,21/04/2024  7:09:31,ipv4,IP-MIB-ipIfStatsInTruncatedPkts,8,2,IP Interface Inbound Truncated Packets
172.16.105.207,21/04/2024  7:09:31,ipv4,IP-MIB-ipIfStatsOutForwDatagrams,3,113381,IP Interface Outbound Forwarded Datagrams
172.16.105.207,21/04/2024  7:09:31,ipv4,IP-MIB-ipIfStatsOutForwDatagrams,8,71,IP Interface Outbound Forwarded Datagrams
172.16.105.207,21/04/2024  7:09:31,ipv4,IP-MIB-ipIfStatsOutFragCreates,7,442,IP Interface Outbound Fragmentation Creates
172.16.105.207,21/04/2024  7:09:31,ipv4,IP-MIB-ipIfStatsOutFragOKs,7,56,IP Interface Out Fragmentation Successes
172.16.105.207,21/04/2024  7:09:31,ipv4,IP-MIB-ipIfStatsOutFragReqds,7,56,IP Interface Out Fragmentation Requests
172.16.105.207,21/04/2024  7:09:31,ipv4,IP-MIB-ipIfStatsOutOctets,3,650142996,IP Interface Out Octets
172.16.105.207,21/04/2024  7:09:31,ipv4,IP-MIB-ipIfStatsOutOctets,7,3634453852,IP Interface Out Octets
172.16.105.207,21/04/2024  7:09:31,ipv4,IP-MIB-ipIfStatsOutOctets,8,3634453952,IP Interface Out Octets
172.16.105.207,21/04/2024  7:09:31,ipv4,IP-MIB-ipIfStatsOutRequests,3,3,IP Interface Out Requests
172.16.105.207,21/04/2024  7:09:31,ipv4,IP-MIB-ipIfStatsOutRequests,7,963727,IP Interface Out Requests
172.16.105.207,21/04/2024  7:09:31,ipv4,IP-MIB-ipIfStatsOutRequests,8,1061559,IP Interface Out Requests
172.16.105.207,21/04/2024  7:09:31,ipv4,IP-MIB-ipIfStatsOutTransmits,3,403584663,IP Interface Out Transmits
172.16.105.207,21/04/2024  7:09:31,ipv4,IP-MIB-ipIfStatsOutTransmits,7,470913734,IP Interface Out Transmits
172.16.105.207,21/04/2024  7:09:31,ipv4,IP-MIB-ipIfStatsOutTransmits,8,470913735,IP Interface Out Transmits
172.16.105.207,21/04/2024  7:09:31,ipv4,IP-MIB-ipIfStatsReasmFails,7,624,IP Interface Reassembly Failures
172.16.105.207,21/04/2024  7:09:31,ipv4,IP-MIB-ipIfStatsReasmOKs,7,56,IP Interface Reassembly Successes
172.16.105.207,21/04/2024  7:09:31,ipv4,IP-MIB-ipIfStatsReasmReqds,7,1630,IP Interface Reassembly Requests
172.16.105.207,21/04/2024  7:09:31,ipv4 ,IP-MIB-ipSystemStatsHCInDelivers,0,1307484,IP System Inbound Delivered Packets
172.16.105.207,21/04/2024  7:09:31,ipv4 ,IP-MIB-ipSystemStatsHCInForwDatagrams,0,263803,IP System Inbound Forwarded Datagrams
172.16.105.207,21/04/2024  7:09:31,ipv4 ,IP-MIB-ipSystemStatsHCInOctets,0,164106617,IP System Inbound Octets
172.16.105.207,21/04/2024  7:09:31,ipv4 ,IP-MIB-ipSystemStatsHCInReceives,0,2291421,IP System Inbound Receives
172.16.105.207,21/04/2024  7:09:31,ipv4 ,IP-MIB-ipSystemStatsHCOutForwDatagrams,0,872472660,IP System Outbound Forwarded Datagrams
172.16.105.207,21/04/2024  7:09:31,ipv4 ,IP-MIB-ipSystemStatsHCOutOctets,0,165896868,IP System Outbound Octets
172.16.105.207,21/04/2024  7:09:31,ipv4 ,IP-MIB-ipSystemStatsHCOutRequests,0,2025611,IP System Outbound Requests
172.16.105.207,21/04/2024  7:09:31,ipv4 ,IP-MIB-ipSystemStatsHCOutTransmits,0,2289434,IP System Outbound Transmits
172.16.105.207,21/04/2024  7:09:31,ipv4 ,IP-MIB-ipSystemStatsInDelivers,0,1307482,IP System Inbound Delivered Packets
172.16.105.207,21/04/2024  7:09:31,ipv4 ,IP-MIB-ipSystemStatsInForwDatagrams,0,263803,IP System Inbound Forwarded Datagrams
172.16.105.207,21/04/2024  7:09:31,ipv4 ,IP-MIB-ipSystemStatsInHdrErrors,0,717597,IP System Inbound Header Errors
172.16.105.207,21/04/2024  7:09:31,ipv4 ,IP-MIB-ipSystemStatsInNoRoutes,0,720,IP System Inbound Packets with No Routes
172.16.105.207,21/04/2024  7:09:31,ipv4 ,IP-MIB-ipSystemStatsInOctets,0,164106465,IP System Inbound Octets
172.16.105.207,21/04/2024  7:09:31,ipv4 ,IP-MIB-ipSystemStatsInReceives,0,2291419,IP System Inbound Receives
172.16.105.207,21/04/2024  7:09:31,ipv4 ,IP-MIB-ipSystemStatsInTruncatedPkts,0,2,IP System Inbound Truncated Packets
172.16.105.207,21/04/2024  7:09:31,ipv4 ,IP-MIB-ipSystemStatsOutForwDatagrams,0,872472660,IP System Outbound Forwarded Datagrams
172.16.105.207,21/04/2024  7:09:31,ipv4 ,IP-MIB-ipSystemStatsOutFragCreates,0,442,IP System Outbound Fragmentation Creates
172.16.105.207,21/04/2024  7:09:31,ipv4 ,IP-MIB-ipSystemStatsOutFragOKs,0,56,IP System Outbound Fragmentation Successes
172.16.105.207,21/04/2024  7:09:31,ipv4 ,IP-MIB-ipSystemStatsOutFragReqds,0,56,IP System Outbound Fragmentation Requests
172.16.105.207,21/04/2024  7:09:31,ipv4 ,IP-MIB-ipSystemStatsOutNoRoutes,0,363,IP-MIB-ipSystemStatsOutNoRoutes
172.16.105.207,21/04/2024  7:09:31,ipv4 ,IP-MIB-ipSystemStatsOutOctets,0,165896711,IP System Outbound Octets
172.16.105.207,21/04/2024  7:09:31,ipv4 ,IP-MIB-ipSystemStatsOutRequests,0,2025609,IP System Outbound Requests
172.16.105.207,21/04/2024  7:09:31,ipv4 ,IP-MIB-ipSystemStatsOutTransmits,0,2289432,IP System Outbound Transmits
172.16.105.207,21/04/2024  7:09:31,ipv4 ,IP-MIB-ipSystemStatsReasmFails,0,624,IP System Reassembly Failures
172.16.105.207,21/04/2024  7:09:31,ipv4 ,IP-MIB-ipSystemStatsReasmOKs,0,56,IP System Reassembly Successes
172.16.105.207,21/04/2024  7:09:31,ipv4 ,IP-MIB-ipSystemStatsReasmReqds,0,1630,IP System Reassembly Requests
172.16.105.207,21/04/2024  7:19:34,ipv4,IP-MIB-ipIfStatsHCInDelivers,7,963751,IP Interface Inbound Delivered Packets
172.16.105.207,21/04/2024  7:19:34,ipv4,IP-MIB-ipIfStatsHCInDelivers,8,344085,IP Interface Inbound Delivered Packets
172.16.105.207,21/04/2024  7:19:34,ipv4,IP-MIB-ipIfStatsHCInForwDatagrams,3,70,IP Interface Inbound Forwarded Datagrams
172.16.105.207,21/04/2024  7:19:34,ipv4,IP-MIB-ipIfStatsHCInForwDatagrams,8,263738,IP Interface Inbound Forwarded Datagrams
172.16.105.207,21/04/2024  7:19:34,ipv4,IP-MIB-ipIfStatsHCInOctets,3,2137386103,IP Interface Inbound Octets
172.16.105.207,21/04/2024  7:19:34,ipv4,IP-MIB-ipIfStatsHCInOctets,7,3663856110,IP Interface Inbound Octets
172.16.105.207,21/04/2024  7:19:34,ipv4,IP-MIB-ipIfStatsHCInOctets,8,3663856201,IP Interface Inbound Octets
172.16.105.207,21/04/2024  7:19:34,ipv4,IP-MIB-ipIfStatsHCInReceives,3,330233711,IP Interface Inbound Receives
172.16.105.207,21/04/2024  7:19:34,ipv4,IP-MIB-ipIfStatsHCInReceives,7,552469062,IP Interface Inbound Receives
172.16.105.207,21/04/2024  7:19:34,ipv4,IP-MIB-ipIfStatsHCInReceives,8,552469063,IP Interface Inbound Receives
172.16.105.207,21/04/2024  7:19:34,ipv4,IP-MIB-ipIfStatsHCOutForwDatagrams,3,113386,IP Interface Outbound Forwarded Datagrams
172.16.105.207,21/04/2024  7:19:34,ipv4,IP-MIB-ipIfStatsHCOutForwDatagrams,8,71,IP Interface Outbound Forwarded Datagrams
172.16.105.207,21/04/2024  7:19:34,ipv4,IP-MIB-ipIfStatsHCOutOctets,3,651474397,IP Interface Outbound Octets
172.16.105.207,21/04/2024  7:19:34,ipv4,IP-MIB-ipIfStatsHCOutOctets,7,3636010678,IP Interface Outbound Octets
172.16.105.207,21/04/2024  7:19:34,ipv4,IP-MIB-ipIfStatsHCOutOctets,8,3636010778,IP Interface Outbound Octets
172.16.105.207,21/04/2024  7:19:34,ipv4,IP-MIB-ipIfStatsHCOutRequests,3,3,IP Interface Outbound Requests
172.16.105.207,21/04/2024  7:19:34,ipv4,IP-MIB-ipIfStatsHCOutRequests,7,963955,IP Interface Outbound Requests
172.16.105.207,21/04/2024  7:19:34,ipv4,IP-MIB-ipIfStatsHCOutRequests,8,1061593,IP Interface Outbound Requests
172.16.105.207,21/04/2024  7:19:34,ipv4,IP-MIB-ipIfStatsHCOutTransmits,3,403589718,IP Interface Outbound Transmits
172.16.105.207,21/04/2024  7:19:34,ipv4,IP-MIB-ipIfStatsHCOutTransmits,7,470923885,IP Interface Outbound Transmits
172.16.105.207,21/04/2024  7:19:34,ipv4,IP-MIB-ipIfStatsHCOutTransmits,8,470923886,IP Interface Outbound Transmits
172.16.105.207,21/04/2024  7:19:34,ipv4,IP-MIB-ipIfStatsInDelivers,7,963748,IP Interface Inbound Delivered Packets
172.16.105.207,21/04/2024  7:19:34,ipv4,IP-MIB-ipIfStatsInDelivers,8,344085,IP Interface Inbound Delivered Packets
172.16.105.207,21/04/2024  7:19:34,ipv4,IP-MIB-ipIfStatsInForwDatagrams,3,70,IP Interface Inbound Forwarded Datagrams
172.16.105.207,21/04/2024  7:19:34,ipv4,IP-MIB-ipIfStatsInForwDatagrams,8,263738,IP Interface Inbound Forwarded Datagrams
172.16.105.207,21/04/2024  7:19:34,ipv4,IP-MIB-ipIfStatsInHdrErrors,8,717609,IP Interface Inbound Header Errors
172.16.105.207,21/04/2024  7:19:34,ipv4,IP-MIB-ipIfStatsInNoRoutes,8,1,IP Interface Inbound Packets with No Routes
172.16.105.207,21/04/2024  7:19:34,ipv4,IP-MIB-ipIfStatsInOctets,3,2137386103,IP Interface Inbound Octets
172.16.105.207,21/04/2024  7:19:34,ipv4,IP-MIB-ipIfStatsInOctets,7,3663855837,IP Interface Inbound Octets
172.16.105.207,21/04/2024  7:19:34,ipv4,IP-MIB-ipIfStatsInOctets,8,3663855928,IP Interface Inbound Octets
172.16.105.207,21/04/2024  7:19:34,ipv4,IP-MIB-ipIfStatsInReceives,3,330233711,IP Interface Inbound Receives
172.16.105.207,21/04/2024  7:19:34,ipv4,IP-MIB-ipIfStatsInReceives,7,552469059,IP Interface Inbound Receives
172.16.105.207,21/04/2024  7:19:34,ipv4,IP-MIB-ipIfStatsInReceives,8,552469060,IP Interface Inbound Receives
172.16.105.207,21/04/2024  7:19:34,ipv4,IP-MIB-ipIfStatsInTruncatedPkts,8,2,IP Interface Inbound Truncated Packets
172.16.105.207,21/04/2024  7:19:34,ipv4,IP-MIB-ipIfStatsOutForwDatagrams,3,113386,IP Interface Outbound Forwarded Datagrams
172.16.105.207,21/04/2024  7:19:34,ipv4,IP-MIB-ipIfStatsOutForwDatagrams,8,71,IP Interface Outbound Forwarded Datagrams
172.16.105.207,21/04/2024  7:19:34,ipv4,IP-MIB-ipIfStatsOutFragCreates,7,442,IP Interface Outbound Fragmentation Creates
172.16.105.207,21/04/2024  7:19:34,ipv4,IP-MIB-ipIfStatsOutFragOKs,7,56,IP Interface Out Fragmentation Successes
172.16.105.207,21/04/2024  7:19:34,ipv4,IP-MIB-ipIfStatsOutFragReqds,7,56,IP Interface Out Fragmentation Requests
172.16.105.207,21/04/2024  7:19:34,ipv4,IP-MIB-ipIfStatsOutOctets,3,651474397,IP Interface Out Octets
172.16.105.207,21/04/2024  7:19:34,ipv4,IP-MIB-ipIfStatsOutOctets,7,3636010379,IP Interface Out Octets
172.16.105.207,21/04/2024  7:19:34,ipv4,IP-MIB-ipIfStatsOutOctets,8,3636010479,IP Interface Out Octets
172.16.105.207,21/04/2024  7:19:34,ipv4,IP-MIB-ipIfStatsOutRequests,3,3,IP Interface Out Requests
172.16.105.207,21/04/2024  7:19:34,ipv4,IP-MIB-ipIfStatsOutRequests,7,963952,IP Interface Out Requests
172.16.105.207,21/04/2024  7:19:34,ipv4,IP-MIB-ipIfStatsOutRequests,8,1061593,IP Interface Out Requests
172.16.105.207,21/04/2024  7:19:34,ipv4,IP-MIB-ipIfStatsOutTransmits,3,403589718,IP Interface Out Transmits
172.16.105.207,21/04/2024  7:19:34,ipv4,IP-MIB-ipIfStatsOutTransmits,7,470923882,IP Interface Out Transmits
172.16.105.207,21/04/2024  7:19:34,ipv4,IP-MIB-ipIfStatsOutTransmits,8,470923883,IP Interface Out Transmits
172.16.105.207,21/04/2024  7:19:34,ipv4,IP-MIB-ipIfStatsReasmFails,7,624,IP Interface Reassembly Failures
172.16.105.207,21/04/2024  7:19:34,ipv4,IP-MIB-ipIfStatsReasmOKs,7,56,IP Interface Reassembly Successes
172.16.105.207,21/04/2024  7:19:34,ipv4,IP-MIB-ipIfStatsReasmReqds,7,1630,IP Interface Reassembly Requests
172.16.105.207,21/04/2024  7:19:34,ipv4 ,IP-MIB-ipSystemStatsHCInDelivers,0,1307731,IP System Inbound Delivered Packets
172.16.105.207,21/04/2024  7:19:34,ipv4 ,IP-MIB-ipSystemStatsHCInForwDatagrams,0,263808,IP System Inbound Forwarded Datagrams
172.16.105.207,21/04/2024  7:19:34,ipv4 ,IP-MIB-ipSystemStatsHCInOctets,0,164126319,IP System Inbound Octets
172.16.105.207,21/04/2024  7:19:34,ipv4 ,IP-MIB-ipSystemStatsHCInReceives,0,2291685,IP System Inbound Receives
172.16.105.207,21/04/2024  7:19:34,ipv4 ,IP-MIB-ipSystemStatsHCOutForwDatagrams,0,872487602,IP System Outbound Forwarded Datagrams
172.16.105.207,21/04/2024  7:19:34,ipv4 ,IP-MIB-ipSystemStatsHCOutOctets,0,165917024,IP System Outbound Octets
172.16.105.207,21/04/2024  7:19:34,ipv4 ,IP-MIB-ipSystemStatsHCOutRequests,0,2025870,IP System Outbound Requests
172.16.105.207,21/04/2024  7:19:34,ipv4 ,IP-MIB-ipSystemStatsHCOutTransmits,0,2289698,IP System Outbound Transmits
172.16.105.207,21/04/2024  7:19:34,ipv4 ,IP-MIB-ipSystemStatsInDelivers,0,1307729,IP System Inbound Delivered Packets
172.16.105.207,21/04/2024  7:19:34,ipv4 ,IP-MIB-ipSystemStatsInForwDatagrams,0,263808,IP System Inbound Forwarded Datagrams
172.16.105.207,21/04/2024  7:19:34,ipv4 ,IP-MIB-ipSystemStatsInHdrErrors,0,717609,IP System Inbound Header Errors
172.16.105.207,21/04/2024  7:19:34,ipv4 ,IP-MIB-ipSystemStatsInNoRoutes,0,720,IP System Inbound Packets with No Routes
172.16.105.207,21/04/2024  7:19:34,ipv4 ,IP-MIB-ipSystemStatsInOctets,0,164126167,IP System Inbound Octets
172.16.105.207,21/04/2024  7:19:34,ipv4 ,IP-MIB-ipSystemStatsInReceives,0,2291683,IP System Inbound Receives
172.16.105.207,21/04/2024  7:19:34,ipv4 ,IP-MIB-ipSystemStatsInTruncatedPkts,0,2,IP System Inbound Truncated Packets
172.16.105.207,21/04/2024  7:19:34,ipv4 ,IP-MIB-ipSystemStatsOutForwDatagrams,0,872487602,IP System Outbound Forwarded Datagrams
172.16.105.207,21/04/2024  7:19:34,ipv4 ,IP-MIB-ipSystemStatsOutFragCreates,0,442,IP System Outbound Fragmentation Creates
172.16.105.207,21/04/2024  7:19:34,ipv4 ,IP-MIB-ipSystemStatsOutFragOKs,0,56,IP System Outbound Fragmentation Successes
172.16.105.207,21/04/2024  7:19:34,ipv4 ,IP-MIB-ipSystemStatsOutFragReqds,0,56,IP System Outbound Fragmentation Requests
172.16.105.207,21/04/2024  7:19:34,ipv4 ,IP-MIB-ipSystemStatsOutNoRoutes,0,363,IP-MIB-ipSystemStatsOutNoRoutes
172.16.105.207,21/04/2024  7:19:34,ipv4 ,IP-MIB-ipSystemStatsOutOctets,0,165916867,IP System Outbound Octets
172.16.105.207,21/04/2024  7:19:34,ipv4 ,IP-MIB-ipSystemStatsOutRequests,0,2025868,IP System Outbound Requests
172.16.105.207,21/04/2024  7:19:34,ipv4 ,IP-MIB-ipSystemStatsOutTransmits,0,2289696,IP System Outbound Transmits
172.16.105.207,21/04/2024  7:19:34,ipv4 ,IP-MIB-ipSystemStatsReasmFails,0,624,IP System Reassembly Failures
172.16.105.207,21/04/2024  7:19:34,ipv4 ,IP-MIB-ipSystemStatsReasmOKs,0,56,IP System Reassembly Successes
172.16.105.207,21/04/2024  7:19:34,ipv4 ,IP-MIB-ipSystemStatsReasmReqds,0,1630,IP System Reassembly Requests
172.16.105.207,21/04/2024  7:29:37,ipv4,IP-MIB-ipIfStatsHCInDelivers,7,963976,IP Interface Inbound Delivered Packets
172.16.105.207,21/04/2024  7:29:37,ipv4,IP-MIB-ipIfStatsHCInDelivers,8,344107,IP Interface Inbound Delivered Packets
172.16.105.207,21/04/2024  7:29:37,ipv4,IP-MIB-ipIfStatsHCInForwDatagrams,3,70,IP Interface Inbound Forwarded Datagrams
172.16.105.207,21/04/2024  7:29:37,ipv4,IP-MIB-ipIfStatsHCInForwDatagrams,8,263744,IP Interface Inbound Forwarded Datagrams
172.16.105.207,21/04/2024  7:29:37,ipv4,IP-MIB-ipIfStatsHCInOctets,3,2138598971,IP Interface Inbound Octets
172.16.105.207,21/04/2024  7:29:37,ipv4,IP-MIB-ipIfStatsHCInOctets,7,3665692303,IP Interface Inbound Octets
172.16.105.207,21/04/2024  7:29:37,ipv4,IP-MIB-ipIfStatsHCInOctets,8,3665692394,IP Interface Inbound Octets
172.16.105.207,21/04/2024  7:29:37,ipv4,IP-MIB-ipIfStatsHCInReceives,3,330238817,IP Interface Inbound Receives
172.16.105.207,21/04/2024  7:29:37,ipv4,IP-MIB-ipIfStatsHCInReceives,7,552480350,IP Interface Inbound Receives
172.16.105.207,21/04/2024  7:29:37,ipv4,IP-MIB-ipIfStatsHCInReceives,8,552480351,IP Interface Inbound Receives
172.16.105.207,21/04/2024  7:29:37,ipv4,IP-MIB-ipIfStatsHCOutForwDatagrams,3,113392,IP Interface Outbound Forwarded Datagrams
172.16.105.207,21/04/2024  7:29:37,ipv4,IP-MIB-ipIfStatsHCOutForwDatagrams,8,71,IP Interface Outbound Forwarded Datagrams
172.16.105.207,21/04/2024  7:29:37,ipv4,IP-MIB-ipIfStatsHCOutOctets,3,652891608,IP Interface Outbound Octets
172.16.105.207,21/04/2024  7:29:37,ipv4,IP-MIB-ipIfStatsHCOutOctets,7,3637616713,IP Interface Outbound Octets
172.16.105.207,21/04/2024  7:29:37,ipv4,IP-MIB-ipIfStatsHCOutOctets,8,3637616813,IP Interface Outbound Octets
172.16.105.207,21/04/2024  7:29:37,ipv4,IP-MIB-ipIfStatsHCOutRequests,3,3,IP Interface Outbound Requests
